auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
4;1001911;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 105. Трескин Анатолий Владимирович (1905-1986) «Натюрморт»";;"Бумага, гуашь, 1960-1970-е гг., 103х74,5 см";3500;5000;0;4_105_5.jpg;4_105_4.jpg;4_105_3.jpg;4_105_2.jpg;4_105_1.jpg;;;;;;;;;
5;1002275;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 105. Шишкин Иван Иванович (1832-1898) «Лес» (двусторонняя)";;"Бумага, графитный карандаш, 1880-1890-е гг., на обороте «Два наброска» (графитный карандаш), в нижней части рисунка подтверждающая надпись: «Удостоверяю работа И.И.Шишкина В.А.Лагода-Шишкина», 21,1х30,8 см";2500;3500;0;;;;;;;;;;;;;;
4;1001912;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 106. Ветрогонский Владимир Александрович (1923-2002) «Венеция»";;"Бумага, смешанная техника, 1970 г., надпись и дата: «VENEZIA март 1970», 36х48 см. Народный художник России, действительный член Академии художеств. Учился в СХШ при АХ. В 1951 г. закончил Институт живописи, скульптуры и архитектуры им. И.Е.Репина. Профессор института им. И.Е.Репина, руководитель персональной мастерской, декан факультета, зав. кафедрой графики. Постоянный участник отечественных, зарубежных и международных выставок. Работы находятся в ГТГ, ГРМ, во многих региональных музеях. Провенанс: собрание семьи художника.";1500;2000;0;4_106_4.jpg;4_106_3.jpg;4_106_2.jpg;4_106_1.jpg;;;;;;;;;;
5;1002276;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 106. Похитонов Иван Павлович (1850-1923) «Пейзаж»";;"Бумага, чернила, акварель, 1895 г., 5,4х9,5 см";8000;10000;0;;;;;;;;;;;;;;
6;1002860;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 106. Самодельный журнал Слуцкой художественной школы 1927 г., выполненный учащимися к 10-летнему юбилею Октябрьской революции.";;"Обложка, титульный лист, 30 страниц, включающих рукописный текст и графические работы в различных техниках - акварель, гуашь, карандаш, тушь, перо, смешанная, а также 1 литографию. Подписи на работах: И.Ризнич, П.Васильев, В.Маркеев, Л.Рудаков, А.Иванов, Ю.Ефимов, М.Мох и другие. Размер журнала 36,5х29,8 см. Слуцкая художественная школа была основана в 1920 году в Павловске. К середине 1920-х гг. в СХШ возобладала направленность, связанная с понятием «ленинградской школы». Ученики СХШ посещали выставки, имели возможность увидеть работы В.Лебедева, Н.Тырсы. Ориентация на ленинградскую школу очевидна в акварелях, выполненных учениками на страницах журнала. Но помимо общего влияния ленинградской школы, в этих рисунках заметно воздействие работ ленинградских художников по фарфору - это тот же В.Лебедев и С.Чехонин, А.Щекотихина-Потоцкая. Из участников журнала двое прославились и стали известными художниками - Иван Ризнич и Михаил Мох. Оба по рекомендации И.Г.Михайлова, который по некоторым сведениям возглавлял СХШ, пошли работать на Фарфоровый завод и стали одними из ведущих художников завода, представляя традиционный стиль росписи. Рисунки Ризнича и Моха, выполненные на страницах журнала, уникальны.";12000;18000;0;;;;;;;;;;;;;;
5;1002277;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 107. Александровский Степан Федорович (1842-1906) «Портрет дамы в шляпе»";;"Бумага, акварель, белила, 1887 г., подпись и дата: «С.Александровскiй 1887», 47х35 см. С.Ф.Александровский учился в АХ. Академик акварельной живописи с 1874 г. Известен прежде всего акварельными портретами. Серия портретов представителей народов Азии, бывших на коронации в Москве, и портретов кавалеров военных орденов была приобретена Императором Николаем II. Пользовался популярностью как портретист в кругах русской аристократии и у Императорской семьи. Известны его портреты Имп. Марии Федоровны (1884), Вел. кн. Елизаветы Федоровны (1887), Вел. кн. Петра Николаевича (1872), Вел. кн. Кирилла Владимировича (1887).";2800;3500;0;;;;;;;;;;;;;;
4;1001913;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 107. Григорьев Борис Дмитриевич (1886-1939) «На пляже»";;"Бумага, карандаш, акварель, 1930-е гг., подпись: «Boris Grigoriev», 31х47,2 см";8000;10000;0;4_107_5.jpg;4_107_3.jpg;4_107_2.jpg;4_107_1.jpg;4_107_4.jpg;;;;;;;;;
6;1002861;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 107. Дейнека Александр Александрович (1899-1969) «Обнаженная со спины»";;"Бумага, сангина, 1950-е гг., монограмма: «АД.», 69,5х59,3 см. А.А.Дейнека - выдающийся советский живописец, график и скульптор, действительный член АХ СССР, народный художник СССР. Представленный рисунок относится к числу лучших графических работ, выполненных А.А.Дейнекой с обнаженной натуры.";110000;130000;0;;;;;;;;;;;;;;
4;1001914;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 108. Блинов Станислав Иванович (р.1946) «Черное солнце»";;"Бумага, смешанная техника, 2000 г., надпись на обороте: «№ 4024 из серии Черное солнце 2000 г. Стас Блинов», размер по окну 36х26,5 см С.И.Блинов - живописец, график. Учился у М.Сарьяна в Ереване, окончил факультет живописи Московского областного педагогического института. Брал уроки у М.П.Труфанова в Ленинграде. Профессор, член-корреспондент Academia dei verbano, Academia internazionale (Италия). Почетный член Пражской Академии им. Масарика (Чехия). Награжден серебряной медалью им. Ф.Кафки (Чехия). Произведения находятся в ГРМ, других музеях и собраниях.";5000;5500;0;4_108_4.jpg;4_108_3.jpg;4_108_2.jpg;4_108_1.jpg;;;;;;;;;;
5;1002278;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 108. Виноградов Сергей Арсеньевич (1869-1938) «Обнаженная»";;"Бумага, смешанная техника, начало ХХ в., подпись: «С.Виноградовъ», размер по окну 50х60 см";10000;12000;0;;;;;;;;;;;;;;
6;1002862;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 108. Трескин Анатолий Владимирович (1905-1996) «Рудик» (Портрет Рудольфа Нуриева)";;"Бумага, карандаш, уголь, акварель, начало 1960-х гг., подпись: «Рудик А.Трескин», 27х19 см. Рудольф Хаметович Нуриев (1938-1993) - всемирно известный артист балета и хореограф. Представленная работа и следующий лот относятся к серии графических портретов Р.Нуриева, выполненных А.Трескиным в начале 1960-х гг., накануне эмиграции артиста из СССР.";2300;3500;0;;;;;;;;;;;;;;
5;1002279;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 109. Горбатов Константин Иванович (1876-1945) «Усадьба в горах»";;"Бумага на картоне, акварель, начало ХХ в., подпись: «К.Горбат..в», 66,5х97,5 см";8000;10000;0;;;;;;;;;;;;;;
4;1001915;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 109. Каневский Аминадав Моисеевич (1898 – 1976) Два эскиза иллюстраций для журнала «Даешь» №10,11";;"Бумага, акварель, тушь, 1929 г., на обороте: 1) штамп «Даешь», «28/IX/29», штамп заказа; 2) штамп «Даешь», «18/V/29», штамп заказа, 28х23 см, 26х19 см. Каневский А.М. учился во ВХУТЕМАСе – ВХУТЕИНе в Москве у Н.Н.Купреянова, П.Я.Павлинова, В.А.Фаворского, Д.С.Моора. Народный художник СССР с 1973, действительный член АХ СССР с 1973 года.";3000;4000;0;4_109_5.jpg;4_109_4.jpg;4_109_3.jpg;4_109_2.jpg;4_109_1.jpg;;;;;;;;;
6;1002863;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 109. Трескин Анатолий Владимирович (1905-1996) «Портрет Рудольфа Нуриева»";;"Бумага, карандаш, уголь, 1961 г., подпись и дата: «А.Трескин 1961», 25х19 см";2300;3500;0;;;;;;;;;;;;;;
6;1002864;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 110. Маврина Татьяна Алексеевна (1902-1996) «Сороки пьют воду»";;"Бумага, акварель, белила, 1980-е гг., 27х39 см";1500;2000;0;;;;;;;;;;;;;;
4;1001916;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 110. Рыбников Алексей Александрович (1887-1949) Эскиз иллюстрации к стихотворению «Месяцы» С.Маршака";;"Бумага, акварель, тушь, карандаш, 1910-е гг., надпись карандашом: «Алексей Рыбников ( ) иллюстрация 29,8х22,5», справа внизу штамп собрания А.Заволокина, 29,8х22,5 см Рыбников А.А. родился в Харькове, учился в школе рисования и живописи (1905-1909), организовал и стал научным руководителем реставрационной мастерской при ГТГ (1919), автор научных трудов по реставрации масляной живописи. Участник выставок «Жар-цвет», общества «4 искусства».";1500;2500;0;4_110_1.jpg;;;;;;;;;;;;;
5;1002280;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 110. Самокиш Николай Семенович (1860-1944) «Казак и пехотинец»";;"Бумага, акварель, белила, н. ХХ в., подпись: «Н.Самокишъ», 38,5х23,5 см";5600;6500;0;;;;;;;;;;;;;;
5;1002281;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 111. Бенуа (Конский) Александр Александрович (1852-1928) 4 пейзажа (вероятно, проекты почтовых открыток)";;"Бумага, акварель, начало ХХ в., на одном подпись: «ААВ.-К. Am Pitkajarvi 7 Jan.13», 14,2х9 см; 13,5х9 см; 13,5х9 см; 7,5х10,3 см. Продаются в комплекте с 16-тью почтовыми открытками и 7-ю детскими рисунками из архива семьи Бенуа (Конского). А.А.Бенуа (Конский) - сын А.Л.Бенуа, ближайший друг Альберта Николаевича Бенуа. Член и активный экспонент Общества русских акварелистов, пейзажист.";2000;3000;0;;;;;;;;;;;;;;
4;1001917;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 111. Жегин (Шехтель) Лев Федорович (Францевич) (1892-1969) «Успение»";;"Бумага, угольный карандаш, 1919 г., на лицевой стороне: «1919», на обороте надпись: «Лев Федорович Жегин 1919», 19,5х14 см. Жегин Л.Ф. - сын архитектора Ф.О.Шехтеля, учился в частной студии  К.Ф.Юона и И.О.Дудина, в МУЖВЗ - у Н.А.Касаткина, С.Д.Милорадовича, ГСХМ. В МУЖВЗ сблизился с М.Ф.Ларионовым и В.И.Чекрыгиным. Член и экспонент объединений «Мир искусства», «Маковец», «Путь живописи». Работы хранятся в собраниях ГТГ, ГРМ.";1000;2000;0;4_111_1.jpg;;;;;;;;;;;;;
6;1002865;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 111. Маврина Татьяна Алексеевна (1902-1996) «Суздаль»";;"Бумага, акварель, белила, 1980-е гг., монограмма: «Т.М», 28х33,4 см";1500;2000;0;;;;;;;;;;;;;;
4;1001918;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 112. Дейнека Александр Александрович (1899-1969) «Портрет Федора Богородского»";;"Бумага, тушь, 1931 г., на обороте надпись «От Мити Богородского 08.11.01. А.Заволокин», размер листа 38х30 см, размер изображения 25х30 см. Подлинность работы подтверждена Д.Ф.Богородским, сыном художника. Работа воспроизведена в буклете вечера памяти Ф.С.Богородского в Доме художника, Москва, 1960; в каталоге выставки «Памяти коллекционера Александра Заволокина», Москва, 2010, С. 95.";5000;6000;0;4_112_1.jpg;;;;;;;;;;;;;
5;1002282;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 112. Предположительно Гущин Николай Михайлович (1888-1965) «Ночью у храма»";;"Картон, гуашь, 1910-е гг., трудночитаемая подпись: «НГущин», 19,5х26 см";1200;1500;0;;;;;;;;;;;;;;
6;1002866;;"2013-04-09 16:21:00";"2013-11-01 00:21:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 112. Стерлигов Владимир Васильевич (1904-1973) «Натюрморт»";;"Бумага, карандаш, 1968 г., на обороте: «ВС 1968», 43х32,5 см. Родился в Варшаве. В 1925 г. поступил в ГИНХУК, занимался в мастерской К.Малевича. В 1934-1935 гг. отбывал срок в сталинских лагерях. В конце 1940 - начале 1970-х гг. работал в Ленинграде, где вокруг него образовалась группа молодых художников, так называемая «Школа Стерлигова». Опираясь на опыт К.Малевича, создал собственную живописную систему «чаше-купольного пространства», оказал большое влияние на развитие неофициального искусства 1960-1980 гг.";4000;6000;0;;;;;;;;;;;;;;
5;1002283;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 113. Малявин Филипп Андреевич (1869-1940) «Баба»";;"Бумага, смешанная техника, начало ХХ в., подпись: «Ф.Малявин», размер по окну 37х26 см";3000;3500;0;;;;;;;;;;;;;;
4;1001919;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 113. Шевченко Александр Васильевич (1883-1948) «Женский портрет»";;"Бумага, гуашь, 1920-е гг., на обороте: надпись «от Т.А. Шевченко в 1986 г»; штамп собрания А. и А. Заволокиных, 12,3х9,9 см. Провенанс: до 1986 - собрание Т.А.Шевченко, после - собрание А. и А. Заволокиных.";1000;2000;0;4_113_2.jpg;4_113_1.jpg;;;;;;;;;;;;
5;1002284;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 114. Геллер Петр Исаакович (1862-1933) «Цыганка»";;"Бумага, акварель, начало ХХ в., подпись и дата: «П Геллеръ», размер по окну 30х22 см";1200;1500;0;;;;;;;;;;;;;;
4;1001920;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 114. Пестель (Бальи) Вера Ефремовна (1887-1952) «Амур и Психея»";;"Бумага, акварель, 1910-е гг.(?), на обороте: надпись «Амур и Психея 20-е гг.»; штамп наследия В.Е.Пестель; штамп собрания А. и А. Заволокиных, размер изображения 16,5х13,5 см, размер листа 36х32,7 см. Пестель В.Е. училась в Москве в частной студии Э.Фализ (1902-1903), СЦХПУ (1903-1905), Школе рисования и живописи К.Ф.Юона и И.О.Дудина (1906-1907), студии К.Э.Киша (1911-1912), студии М.Ф.Ларионова «На башне» (1911-1912). Жила в Париже (1912-1913) и посещала частные студии. Член объединений: «Магазин», «Супремус», «Маковец», «Путь Живописи». Экспонент объединений «0,10» (1916), «Бубновый валет» (1916), «Мир Искусства» (1921). Произведения В.Е.Пестель хранятся в ГМИИ, ГРМ, ГТГ, музеях Екатеринбурга, Нижнего Новгорода, Нижнего Тагила, Нового Иерусалима, Нукуса, Саратова, Ярославля, в коллекции семьи Г.Д.Костаки (Афины).";1000;2000;0;4_114_3.jpg;4_114_2.jpg;4_114_1.jpg;;;;;;;;;;;
5;1002285;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 115. Бенуа Альберт Николаевич (1852-1936) «Старинная усадьба»";;"Бумага, акварель, 1914 г., подпись и дата: «А.Н.Бенуа 1914», 36х26 см";2800;3500;0;;;;;;;;;;;;;;
4;1001921;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 115. Зефиров Константин Клавдианович (1879-1960) «За стиркой»";;"Бумага, карандаш, 2-я половина 1920-х гг., на обороте штамп собрания А.Заволокина, а также удостоверяющая надпись сына художника: «Рисунок К.К.Зефирова «За стиркой» 2-я пол 1920-х гг. Андрей Зефиров», 26х20 см Зефиров К.К. посещал студию Е.Е.Шрейдера (1902-1905), школу Ш.Холлоши в Мюнхене (1906-1909), студию К.Э.Киша в Москве (1909). Член объединений «Маковец», ОМХ и др. Преподавал на рабфаке искусств (1923-1930), в МХУ - МХИ, в ГИТИСе. Работы К.К.Зефирова находятся в ГТГ, в музеях Иркутска, Саратова, Курска.";1000;2000;0;4_115_1.jpg;4_115_2.jpg;;;;;;;;;;;;
4;1001922;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 116. Богородский Федор Семенович (1895-1959) «Продавец апельсинов»";;"Калька, карандаш, цв. карандаш, 1929-1930 (Неаполь, Италия), подпись: «Ф. Богородский Italia Napoli», на обороте: «Продавец апельсинов»; штамп собрания А. и А. Заволокиных, 38х30,5 см. Богородский Ф.С. учился у Л.М.Диаманта, М.В.Леблана, у А.Е.Архипова. Член и экспонент объединений: «Бытие», АХРР-АХР, «Жар-Цвет». Член МОСХ (с 1932). Произведения Ф.С.Богородского хранятся в ГТГ, ГРМ, а также в Государственном Музее Революции и Центральном Музее вооруженных Сил в Москве, в Киевском государственном музее русского искусства и в собраниях многих провинциальных художественных музеев.";1500;2500;0;4_116_1.jpg;4_116_2.jpg;;;;;;;;;;;;
5;1002286;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 116. Тархов Николай Александрович (1871-1930) «Вход в сад в дождливый день»";;"Бумага, акварель, гуашь, конец 1900-х гг., подпись: «Nic.Tarkhoff», на подрамнике №13407, 46х33 см. Публикация: работа воспроизведена в каталоге выставки в ГТГ «Николай Тархов», Москва, 2003, на стр. 148, кат. № 93.";6000;7000;0;;;;;;;;;;;;;;
4;1001923;;"2012-04-09 11:22:00";"2012-10-09 09:22:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 117. Соколов Михаил Ксенофонтович (1885-1947) «Смерть комедианта»";;"Бумага, пастель, 1920-е гг., на обороте надпись: «Работа М.Соколова заверяю (подпись)», штамп собрания: «А и А.Заволокиных», 27х35,5 см Является вариантом работы. Другие варианты хранятся в ГТГ и в собрании Е.Д.Танненберг.";4000;5000;0;4_117_1.jpg;4_117_2.jpg;;;;;;;;;;;;
5;1002287;;"2013-01-04 15:57:00";"2013-01-05 15:57:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 117. Тархов Николай Александрович (1871-1930) «Заснувший ребенок»";;"Бумага, гуашь, 1907-1908 гг., подпись: «Nic.Tarkhoff», авторский текст (неразборчиво), на подрамнике №15696 и наклейка выставки, 48,2х62,3 см. Публикация: работа воспроизведена в  каталоге выставки «Николай Тархов. Графика 1900-1930», Москва, 2006, на стр. 60, кат. № 56.";4000;5000;0;;;;;;;;;;;;;;
