auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
6;1003019;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 265. Столик. Франция. Последняя треть XVIII в. Шарль Топино (мастерская).";;"Красное дерево, основа - дуб, маркетри, инкрустация костью и перламутром, золоченая бронза. Размер 72х65х47 см. Ш.Топино, один из известнейших парижских краснодеревцев, стал мастером в 1773 г. Заказчиками Топино были члены королевской семьи и первые аристократы Франции - мадам Помпадур, дочери Людовига XV, королева Мария-Антуанетта, маркиз де Гравей и мадам Ласолей. Главная черта, особенно выделявшая работы мастера - характерные моменты декора, выполненные в технике маркетри. Этот декор мы видим на представленном столике: разных форм вазы, кувшины, тарелки, а также, изображение сцен из китайской жизни в стиле шинуазери.";0;0;;;;;;;;;;;;;;;
6;1003020;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 266. Столик гостиный. Россия. 1-я четверть XIX в.";;"Красное дерево, фанеровка, резьба, тонирование под патинированную бронзу. Размер 78х63,5 см";0;0;;;;;;;;;;;;;;;
6;1003021;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 267. Стол. Западная Европа. 3-я четверть XIX в.";;"Красное дерево, резьба, кожа, бронза, золочение. Размер 110х74х61 см";0;0;;;;;;;;;;;;;;;
6;1003022;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 268. Консоль. Франция(?). Начало XIX в.";;"Красное дерево, бронза, золочение, мрамор. Высота 87 см. Размер столешницы 54х129 см";0;0;;;;;;;;;;;;;;;
6;1003023;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 269. Кабинет. Россия(?). Первая треть XIX в.";;"Дерево, резьба, черный лак, золочение, роспись. Размер 101х63х39 см";0;0;;;;;;;;;;;;;;;
6;1003024;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 270. Столик и два кресла для игры в шашки, шахматы и нарды. Западная Европа. Начало ХХ в.";;"Дерево, маркетри, инкрустация костью и перламутром. Размеры столика в разложенном состоянии 83х44х83 см. Высота кресла 85 см";0;0;;;;;;;;;;;;;;;
4;1002111;;"2012-04-09 08:57:00";"2012-10-09 07:57:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 305. Шкафчик с колонкой. Россия. Конец XIX в. По проекту Е.Д.Поленовой. 1885 г.";;"Дерево, резьба. Размер 56,5х47х22 см";0;0;4_305_7.jpg;4_305_6.jpg;4_305_5.jpg;4_305_4.jpg;4_305_3.jpg;4_305_2.jpg;4_305_1.jpg;;;;;;;;
4;1002112;;"2012-04-09 08:57:00";"2012-10-09 07:57:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 306. Консоль в стиле русский модерн. Россия. Начало ХХ в.";;"Дуб, резьба, фанеровка, латунь. Высота 107 см. Размер столешницы 47х47 см Консоль украшена латунными рельефными накладками, изображающими сказочных птиц Сирин и Феникс, и инкрустацией латунью «под зернь».";0;0;4_306_8.jpg;4_306_7.jpg;4_306_6.jpg;4_306_5.jpg;4_306_4.jpg;4_306_3.jpg;4_306_2.jpg;4_306_1.jpg;;;;;;;
4;1002113;;"2012-04-09 08:57:00";"2012-10-09 07:57:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 307. Стул в неорусском стиле. Россия. Конец XIX - начало ХХ вв.";;"Дуб, резьба. Размер 87,5х48,5х47 см";0;0;4_307_5.jpg;4_307_4.jpg;4_307_3.jpg;4_307_2.jpg;4_307_1.jpg;;;;;;;;;;
4;1002114;;"2012-04-09 08:57:00";"2012-10-09 07:57:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 308. Столик для игры в нарды с доской для игры в шахматы и карты. Западная Европа. 1-я половина ХХ в.";;"Дерево, кость, инкрустация. Марка выжиганием: «DFF M?.FU.». Высота 66 см. Размер доски для нард в разложенном виде 62х61,5 см. Размер шахматной доски в разложенном виде 47х46,5 см";0;0;4_308_6.jpg;4_308_5.jpg;4_308_4.jpg;4_308_3.jpg;4_308_2.jpg;4_308_1.jpg;;;;;;;;;
