auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
2;1001145;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 130. Тимм Василий Федорович (1820-1895) «Московские терема»";;"Хромолитография, подпись «В. Тиммъ», 2-я половина XIX в., 35,5х26 см";15000;21000;0;2_130.jpg;;;;;;;;;;;;;
;1001146;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 131. «Третье Военное Александровское училище, 1867 г.»";;"Литография. Литературная Редакция Российской Военной Хроники. По рисунку П.К. Губарева. Литограф Гиллер. Размер 45х39 см Работа относится к серии литографий «Российские войска», выпущенной Литературной Редакцией российской военной хроники, учрежденной в декабре 1857 года. Литографии этой серии издавались для внутренних нужд военного ведомства и фиксировали нововведения в области обмундирования и вооружения. Александровское военное училище - военно-учебное заведение императорской России, готовившее офицеров пехоты. Учреждено в 1863 г., располагалось в Москве. Шефами училища были Александр II, Александр III, Николай II.";45;60+000;0;2_131.jpg;;;;;;;;;;;;;
2;1001146;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 131. «Третье Военное Александровское училище, 1867 г.»";;"Литография. Литературная Редакция Российской Военной Хроники. По рисунку П.К. Губарева. Литограф Гиллер. Размер 45х39 см Работа относится к серии литографий «Российские войска», выпущенной Литературной Редакцией российской военной хроники, учрежденной в декабре 1857 года. Литографии этой серии издавались для внутренних нужд военного ведомства и фиксировали нововведения в области обмундирования и вооружения. Александровское военное училище - военно-учебное заведение императорской России, готовившее офицеров пехоты. Учреждено в 1863 г., располагалось в Москве. Шефами училища были Александр II, Александр III, Николай II.";45000;60000;0;2_131.jpg;;;;;;;;;;;;;
6;1002885;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 131. Из серии «Игорь Грабарь. Русские художники. Собрание иллюстрированных монографий» Сергей Глаголь «Михаил Васильевич Нестеров. Жизнь и творчество»";;"Москва. Издание I.Кнебель, б.г., иллюстрации в тексте, 122 стр., бумажный переплет, 31х24 см";190;250;0;;;;;;;;;;;;;;
6;1002886;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 132. Зеленский Александр Николаевич (1882-1942) Рекламный плакат «Папиросы «Совет»";;"1920-е гг. Размер 58,8х39,9 см. С 1922 по 1929 гг. А.Н.Зеленский был главным художником Ленинградского государственного табачного треста, где работал над рекламой, этикетками и эскизами оформления магазинов. Представленная работа является прекрасным образцом советского конструктивистского плаката времен НЭПа.";1500;2000;0;;;;;;;;;;;;;;
;1001147;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 132. Литография из серии «Российские войска»";;"Литературная Редакция Российской Военной Хроники, 1860-е гг. По рисунку П.К. Губарева. Литограф Смирнов. Размер 45х39 см";45;60+000;0;2_132.jpg;;;;;;;;;;;;;
2;1001147;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 132. Литография из серии «Российские войска»";;"Литературная Редакция Российской Военной Хроники, 1860-е гг. По рисунку П.К. Губарева. Литограф Смирнов. Размер 45х39 см";45000;60000;0;2_132.jpg;;;;;;;;;;;;;
;1001148;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 133. «Осада Севастополя»";;"Хромолитография Р. Морана и Лебретона, типография Лемерсье, Париж, 2-я половина XIX в., 41х60 см";50;60+000;0;2_133.jpg;;;;;;;;;;;;;
2;1001139;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 133. «Осада Севастополя»";;"Хромолитография Р. Морана и Лебретона, типография Лемерсье, Париж, 2-я половина XIX в., 41х60 см";50000;60000;0;2_133.jpg;;;;;;;;;;;;;
6;1002887;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 133. Сомов Константин Андреевич (1869-1939) «Книга маркизы. Сборник поэзии и прозы» («Le livre de la Marquise. Recueil de Poesie et de Prose»)";;"Петроград. Издательство «Голике и Вильборг», 1918 г., тираж 800 экз., 194 стр., 21 иллюстрация на отдельных листах, цветные и черно-белые заставки и виньетки в тексте. Полукожаный владельческий переплет с золотым тиснением, муаровые форзацы, 25,5х19,5 см. «Книга Маркизы» - антология фривольных текстов французского ХVIII века, иллюстрированная эротическими рисунками русского художника Константина Сомова. Выходила в трех изданиях: в 1907 году - на немецком языке и дважды в 1918 году - на французском. Является библиографической редкостью. Книга включает фрагменты из эротических сочинений Андре Шенье, Казановы, Парни, Вольтера, Кребийона-младшего, отрывки из «Опасных связей» Шодерло де Лакло. Идея сборника принадлежит австрийскому эссеисту, переводчику и издателю Францу Блею. В работе над оформлением книги К.Сомов придерживался подхода Сергея Дягилева к иллюстрированию - «искусство ради искусства», то есть независимости творчества художника от текста книги. В отличие от фрагментов эротических текстов и стихотворений, связанных между собой лишь общей куртуазной темой, цикл иллюстраций Сомова к книге представляет собой рассказ об очередном романе прекрасной Маркизы, который имеет начало, развитие и финал.";3400;5000;0;;;;;;;;;;;;;;
6;1002888;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 134. Книга Михаил фон Зичи «Любовь» (Michael von Zichy «Liebe»)";;"Лейпциг, частная типография, 1911 г., титульный лист и текст 8 стр., 40 листов иллюстраций - гелиогравюр, тираж 300 нумерованных экземпляров, экземпляр №112, в издательском переплете, 31,5х40,5 см. Михаил Александрович Зичи или Михай Зичи (1827-1906) - известный русский художник венгерского происхождения. С 1847 г. работал в России. С 1859 г. до кончины - придворный художник Императорского двора. Блестящий рисовальщик и акварелист. Известен, помимо прочего, как автор очень смелых эротических рисунков. Представленный альбом вышел через 5 лет после смерти Зичи очень малым тиражом. Экземпляры предназначались исключительно для подписчиков. Медные пластины, с которых делалась печать, были уничтожены. Крайне редкое издание, в полном виде и в такой хорошей сохранности практически не встречается.";6000;8000;0;;;;;;;;;;;;;;
;1001149;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 134. Коллекция цветных литографий с изображениями достопримечательностей Италии, Франции, Испании";;"Франция, 2-я половина XIX в., 23 листа, размеры «по окну» 12-16х20-20,5 см";85;120+000;0;2_134_19.jpg;2_134_20.jpg;2_134_18.jpg;2_134_12.jpg;2_134_13.jpg;2_134_14.jpg;2_134_15.jpg;2_134_16.jpg;2_134_17.jpg;2_134_11.jpg;2_134_9.jpg;2_134_10.jpg;2_134_8.jpg;2_134_6.jpg
2;1001149;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 134. Коллекция цветных литографий с изображениями достопримечательностей Италии, Франции, Испании";;"Франция, 2-я половина XIX в., 23 листа, размеры «по окну» 12-16х20-20,5 см";85000;120000;0;2_134_7.jpg;2_134_6.jpg;2_134_5.jpg;2_134_4.jpg;2_134_3.jpg;2_134_2.jpg;2_134_1.jpg;;;;;;;
;1001150;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 135. «Иллюстрированная хроника войны 1877-1878 гг.» в 2-х томах";;"Приложение к «Всемирной иллюстрации», Санкт-Петербург, Издание Г.Д. Гоппе, 1877-1878 гг.";45;60+000;0;2_135_5.jpg;2_135_4.jpg;2_135_2.jpg;2_135_3.jpg;2_135_1.jpg;;;;;;;;;
2;1001150;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 135. «Иллюстрированная хроника войны 1877-1878 гг.» в 2-х томах";;"Приложение к «Всемирной иллюстрации», Санкт-Петербург, Издание Г.Д. Гоппе, 1877-1878 гг.";45000;60000;0;2_135_5.jpg;2_135_4.jpg;2_135_3.jpg;2_135_2.jpg;2_135_1.jpg;;;;;;;;;
;1001151;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 136. Книга «Коронованы в Москве 14 мая 1896 г.»";;"Экспедиция заготовления государственных бумаг, Санкт-Петербург, 1899 г., на французском языке. Альбом, посвященный коронации императора Николая II и императрицы Александры Федоровны. Оформление и иллюстрации Н.Н. Самокиша, Е.П. Самокиш-Судковской и М.С. Васильковского. Использованы репродукции с картин А. Бенуа, К. Лебедева, В. Маковского, Е. Репина, А. Рябушкина, В. Серова, В. Васнецова. 396 страниц и приложение: фотографии, афиши, меню, планы. Размер 44х32 см";360;420+000;0;2_136_2.jpg;2_136_1.jpg;2_136_3.jpg;2_136_4.jpg;2_136_5.jpg;2_136_6.jpg;;;;;;;;
