auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
5;1002684;;10.10.2012 11:05;01.04.2012 22:48;23.11.2012 14:00;23.11.2012 18:00;Лот 514. Пернач восточно-европейский XVIII в.;;"Сталь; ковка, литье. Общая длина 603 мм, высота перьев 77 мм, толщина рукояти 20-22 мм. Боевая часть образована 11-ю закругленными перьями. Рукоять стальная полая, со слабовыраженными завитками по всей длине. В XVIII в. такие перначи использовались в качестве рангового знака различия командного состава, в основном в кавалерии. Редкий предмет хорошего качества. Экспертное заключение А.Н.Кулинского. Историко-культурная ценность.";2000;2500;;5_514_1.jpg;5_514_2.jpg;;;;;;;;;;;;;
5;1002685;;10.10.2012 11:05;01.04.2012 22:48;23.11.2012 14:00;23.11.2012 18:00;Лот 515. Русский пехотный тесак образца 1807 г.;;"Сталь, латунь; ковка, литье. Общая длина 795 мм, длина клинка 654 мм, ширина 34 мм. Классический тесак русской пехоты Отечественной войны 1812 г. В 1817 г. был снят с вооружения, поэтому сохранился только в крупнейших музейных коллекциях. Данный экземпляр в 1991 г. был приобретен в антикварном магазине г. Лейпцига (см. Битва народов под Лейпцигом 1814 г.). Согласно экспертному заключению А.Н.Кулинского, данный тесак относится к предметам, имеющим историко-культурную ценность.";1000;1300;;5_515_1.jpg;5_515_2.jpg;;;;;;;;;;;;;
5;1002686;;10.10.2012 11:05;01.04.2012 22:48;23.11.2012 14:00;23.11.2012 18:00;Лот 516. Топорик церемониальный. Италия. Середина XVII в.;;"Сталь, дерево; ковка, резьба, чеканка, гравировка. Общая длина 54 см, длина рукояти 50,5 см, длина лезвия топора 12,6 см. Топорик декорирован несколькими сюжетами в виде гротескных фигур, вырезанных и вычеканерных в высоком рельефе. Очень похожий по сюжету и технике исполнения топорик хранится в известном собрании Дж.Ротшильда (Claude Blair. Arms, Armour and Basemetalwork. London 1974 cat. N95). Великолепный образец ударного оружия, принадлежавший состоятельному человеку. Произведение итальянского оружейного искусства XVII в. Экспертное заключение Ю.Г.Ефимова (Эрмитаж).";2000;2500;;5_516_1.jpg;5_516_2.jpg;5_516_3.jpg;5_516_4.jpg;;;;;;;;;;;
5;1002687;;10.10.2012 11:05;01.04.2012 22:48;23.11.2012 14:00;23.11.2012 18:00;Лот 517. Шлем морион. Германия. XVI в.;;"Сталь, кожа, латунь; ковка, чеканка, литье. Высота с гребнем 268 мм, внутренние размеры 230х180 мм. Классический морион, использовавшийся на европейских полях сражений с середины XVI в. до конца XVII в. Традиционная форма и дизайн (вычеканенный с обеих сторон стилизованный цветок лилии на стебле), т.н. черно-белый морион. Небольшая деформация гребня указывает на применение шлема в боях. Экспертное заключение Ю.Г.Ефимова (Эрмитаж).";2000;2500;;5_517_1.jpg;5_517_2.jpg;5_517_3.jpg;5_517_4.jpg;;;;;;;;;;;
5;1002688;;10.10.2012 11:05;01.04.2012 22:48;23.11.2012 14:00;23.11.2012 18:00;Лот 518. Меч правосудия (меч палача). Германия. cередина XVI в.;;"Сталь, дерево, латунь; ковка, таушировка, гравировка. На клинке с обеих сторон в долах контурными готическими буквами выполнена надпись AGLA. На крестовине с правой стороны высечено изображение косого (т.н. Андреевского) креста. Общая длина 1059 мм, длина клинка 848 мм, ширина клинка у основания 62,8 мм, у окончания 43 мм. Данные мечи использовались как символы судебной власти, но, как правило, выступали в качестве орудия казни. Особенно традиция обезглавливания осужденных была характерна для Германии. Аналогичные мечи можно увидеть в Историческом музее Дрездена и Музее города в Кельне. Надпись на клинке может трактоваться как надпись-оберег, выполненная в традициях каббалы на старом иврите. Сочетание начальных букв первых четырех слов Attax Gibbor Leolan Adonai благословения «Esreh Schemoneh» можно перевести как «Могуч и искусен Господь всегда». Данная надпись использовалась в качестве оберега от болезней и злых влияний. В то же время данная надпись по своей стилистике и технике исполнения соответствует надписям на клинках мечей, датируемых 1300-1330 гг. В этом случае надпись может читаться как латинское изречение A(alme)G(genitricis)LA(laudis) - Божьей Матери Слава. Клеймо в виде Андреевского креста может быть определено как надпись-сигла, раскрывающаяся как «Христос». Вследствие этого можно предположить, что клинок меча ранее являлся клинком меча начала 14 века по классификации Э.Окшотта - меч типа ХIII a-Grete Swerdes (великие мечи). Изображения таких мечей встречаются на средневековых миниатюрах. Экспертные заключения - профессор А.Н.Кирпичников (Институт истории материальной культуры РАН), Д.С.Коровкин (С-Петербургский Университет МВД России, кафедра криминалистических экспертиз и исследований). Провенанс: коллекция замка Hessen Solms-Laubach Германия.";5000;6000;;5_518_1.jpg;5_518_2.jpg;5_518_3.jpg;5_518_4.jpg;;;;;;;;;;;
6;1002867;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 113. 4 раскрашенные гравюры «Виды Петербурга»;;Россия. Середина XIX в. Гравюры выполнены с акварелей К.Беггрова. Размеры 9,5х14 и 9,5х15 см. Общий размер 39х49,5 см. Оформлены в раму.;1500;2000;;;;;;;;;;;;;;;;
6;1002868;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 114. 4 раскрашенные гравюры «Виды Петербурга»;;Россия. Середина XIX в. Гравюры выполнены с акварелей К.Беггрова. Размеры 9,5х14 см. Общий размер 39х49,5 см. Оформлены в раму.;1500;2000;;;;;;;;;;;;;;;;
6;1002869;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 115. Раскрашенная литография «Положение во гроб (Плащаница)»;;Начало ХХ в. Бумага, гуашь, акварель, белила. Размер 24х30 см. Воспроизведена известная работа В.М.Васнецова 1896 г. - проект плащаницы главного престола Владимирского собора в Киеве, вышитой Е.А.Праховой.;800;1000;;;;;;;;;;;;;;;;
6;1002870;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 116. Карта Москвы;;Гравюра. Маттеус Мериан, Швейцария, середина XVIII в., 27х35 см;300;500;;;;;;;;;;;;;;;;
6;1002871;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 117. Коллекция документов (4 единицы);;"Россия. Конец XIX - начало ХХ вв. 1) Высочайшее приглашение гр. И.И.Воронцову-Дашкову в Царскосельский Дворец. 4 июня 1912 г. 13,2х19,7 см; 2) Программа Императорского Мариинского театра. Опера А.Н.Серова «Юдифь», 5 июня 1889 г. 26,4х17,8 см; 3) Программа спектакля «Борис Годунов» в постановке домашнего театра гр. Шереметьевых, 7 января 1890 г. 14х11 см; 4) Программа спектакля «Царь Федор Иоаннович» в постановке домашнего театра кн. Волконских, 1890 г. 20х13,5 см";560;800;;;;;;;;;;;;;;;;
6;1002872;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 118. Фотография «Николай II и Александра Федоровна с дочерьми Ольгой и Татьяной»;;Конец XIX в. Царское Село. Фотоателье К.Е.фон Гана. Размер 32,8х20 см;3000;4000;;;;;;;;;;;;;;;;
6;1002873;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 119. Фотография «Николай II и Александра Федоровна с цесаревичем Алексеем»;;Санкт-Петербург. 1904 г. Фотограф Их Императорских Величеств Левицкий. Размер 16,5х10,9 см;1000;1500;;;;;;;;;;;;;;;;
6;1002874;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 120. Фотография «Николай II с цесаревичем Алексеем»;;Санкт-Петербург. 1904 г. Фотограф Их Императорских Величеств Левицкий. Размер 10,4х6,3 см;700;1000;;;;;;;;;;;;;;;;
6;1002875;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 121. Фотография «Императрица Александра Федоровна»;;Конец XIX в. Царское Село. Фотоателье К.Е.фон Гана. Размер 32,5х20 см. В раме - дерево, багет, бронза, золочение.;3000;4000;;;;;;;;;;;;;;;;
6;1002876;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 122. Фотография «Генерал-адъютант граф Николай Павлович Игнатьев»;;Фотограф Их Императорских Величеств Левицкий. Конец XIX - начало ХХ вв. Размер 17,4х11,5 см. Н.П.Игнатьев (1832-1908) - российский государственный деятель, дипломат. Изображен на картине И.Репина «Торжественное заседание Государственного совета».;500;700;;;;;;;;;;;;;;;;
6;1002877;;09.04.2013 16:23;01.11.2013 0:23;19.05.2013 12:00;19.05.2013 15:00;Лот 123. Коллекция мемориальных фотографий «И.Е.Репин в Пенатах»;;"7 единиц. 1-я четверть ХХ в. 1) Групповая фотография. 1905 г. Размер 20,5х28 см. Стоят - И.Репин, В.Стасов, Л.Андреев, М.Горький, В.Суриков; 2) И.Репин с супругой у дома. 1908 г. Размер 18х24 см; 3) И.Репин с супругой на крыльце. 1910 г. Размер 29,5х21,5 см; 4) И.Репин с К.Чуковским и его сыном Колей. 1912 г. Размер 11,3х16,2 см; 5) И.Репин за работой в парке. До 1917 г. Размер 17,5х11,5 см; 6) И.Репин на зимней прогулке. 1920-е гг. Размер 22,8х17,2 см; 7) И.Репин и И.Бродский. 1926 г. Размер 23,2х16,2 см";1500;1800;;;;;;;;;;;;;;;;
